rel_path,model,purpose,what_it_does,dependencies,inputs,outputs,risks,other_notes,tokens_in,tokens_out,est_cost_usd
SQL_Code/SELECT_BLS_Healthcare_NAICS.sql,gpt-4o-mini,Retrieve data related to specific NAICS codes from a database.,Executes SQL queries to select all records from the 'bls_oesm_all_data_m_2023' table that match specified NAICS codes.,[],[],[],Potential redundancy in NAICS code filtering; optimization could be implemented using 'IN' clause instead of multiple 'OR' conditions.,No external libraries or complex functions are shown in this SQL query.,438,105,0.000129
SQL_Code/Global_Count_ALL_DB_null_values.sql,gpt-4o-mini,To count the number of NULL values in each column across all user-defined tables in all non-template databases.,"Loops through all databases, tables, and columns to calculate NULL counts and stores results in a temporary table, then displays the final counts.",[],[],['null_count'],"The procedure assumes that tables and columns do not change during execution, potentially leading to inaccurate counts if there are concurrent modifications.",The use of dynamic SQL allows it to work across any schema but may expose to SQL injection risks if not properly handled.,1214,117,0.000252
SQL_Code/Select_Geolocation_from_CDC_data.sql,gpt-4o-mini,Query data related to obesity among adults from a specific database table.,Selects 'Data_Value' and 'Geolocation' fields from the 'CDC_PLACES_County_Data_2024' table where the measure is 'Obesity among adults' and the type of data value is 'AgeAdjPrv'.,[],[],[],"No error handling or validation of input parameters is apparent; if the table or columns do not exist, the query will fail.","The query targets a specific health-related dataset, potentially useful for public health research.",371,122,0.000129
SQL_Code/nurse_practitioners_to_mortality.sql,gpt-4o-mini,To analyze the relationship between the ratio of nurse practitioners and physician assistants to the population and mortality rates across different states in the US.,"Selects FIPS codes, the ratio of population to primary care providers (NPs and PAs), mortality values, and state names from joined datasets based on specific conditions.",[],[],[],The query assumes that FIPS codes are valid and that the required columns are present and correctly typed in the database; it may also fail if underlying data schemas change.,The same SQL query appears to be repeated in both the head and tail sections.,685,134,0.000183
SQL_Code/Sole_Provider_Mortality_Rates_CDC.sql,gpt-4o-mini,To calculate and compare the average mortality rates for sole providers and non-sole providers based on survey data and mortality records.,Selects provider types and computes average mortality rates while filtering for valid numeric crude rates and corresponding county codes.,[],[],[],Assumes that 'crude_rate' is in a format that can be cast to NUMERIC without additional error handling; relies on consistency in county code formatting between datasets.,"The query uses SQL pattern matching to filter out non-numeric values, indicating a focus on data cleanliness.",601,121,0.000163
SQL_Code/Bethel_vs_LA_Mortality.sql,gpt-4o-mini,To analyze mortality data from specified counties and compute national averages based on valid population and death statistics.,"It retrieves mortality statistics for specific counties ('02050' and '06037'), computes the average mortality metrics (deaths, population, and crude rate) across all counties, and combines the results for comparison.",[],[],[],The code assumes that the data source contains valid numeric values or the processing may fail; there is also potential risk of excluding important data points due to the 'Not Available' string handling.,"The query uses common SQL functions such as LPAD, NULLIF, and AVG.",891,136,0.000215
SQL_Code/Find_missing_coordinates.sql,gpt-4o-mini,To retrieve and enrich information about hospitals with invalid geocoding and those not present in a geocoded dataset.,"The code selects hospitals with a latitude or longitude of '0' from a geocoded dataset, enriching them with additional details from other hospital-related datasets; it then selects hospitals not present in the geocoded table, enriching them with state abbreviations based on county information.",[],[],[],Potential issues with data integrity due to reliance on external datasets and the possibility of missing or incorrect associations between hospital IDs and geographical information.,"The code uses UNION ALL, which may lead to duplicate entries if any hospital records appear in both queries.",995,146,0.000237
SQL_Code/Calc_Roboscore.sql,gpt-4o-mini,Join multiple datasets to compute healthcare-related scores and metrics based on county FIPS codes.,"The SQL query retrieves various healthcare data, computes a total score from specific data fields, and joins three tables based on county FIPS codes.",[],[],[],"Possible risks include reliance on the formatting of county FIPS codes, which may lead to mismatches if not properly standardized.",The query uses LPAD for padding FIPS codes to ensure consistency in representation.,861,109,0.000195
SQL_Code/Insert_into_tblBroadband.sql,gpt-4o-mini,To compute and insert broadband speed metrics for fixed and mobile connections into a specified table.,Calculates average speeds for fixed broadband and mobile broadband by county and inserts the aggregated data into the 'tblBroadband' table.,[],[],['[Research].[dbo].[tblBroadband]'],"Potential performance issues with large datasets, and it assumes no restrictions on data integrity or concurrency during the insert operation.",The code includes conditional aggregation to differentiate between residential and business broadband scores.,1999,107,0.000364
SQL_Code/Medicaid_Moderator.sql,gpt-4o-mini,"The SQL code retrieves health equity data related to counties, linking various datasets to provide insights on mortality and Medicaid expansion.","It selects county FIPS codes, state names, county values, mortality data, and Medicaid expansion information from three datasets, filtering for non-null values.",[],[],[],"The code may fail if the expected data formats or schemas of the joined tables do not match, and it does not handle potential missing or erroneous data situations comprehensively.","The code contains commented-out lines that suggest additional information could be included, but they are currently unused.",613,130,0.00017
