change_type,author,datetime,chapter_h1,snippet,words,dt
Insertion,Aaron Johnson,2025-04-20T22:33:00Z,– Data & Methods,. It includes measures such as: premature death rate (,10,2025-04-20 22:33:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:34:00Z,– Data & Methods,"years of life lost before age 75), percentage of population reporting fair or poor health, average number of physically unhealthy days , average number of mentally unhealthy days, and th",30,2025-04-20 22:34:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:35:00Z,– Data & Methods,e underweight birth rate.,4,2025-04-20 22:35:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:40:00Z,– Data & Methods,"DV3: Operational Efficiency: This variable aims to capture hospital operational performance, and is based on hospital-level financial data (e.g., profitability, patient services margin) sourced from C",26,2025-04-20 22:40:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:41:00Z,– Data & Methods,"(this data required significant cleaning and matching effort). Due to the source only providing hospital names, fuzzy logic matching extensions within PostgreSQL were employed to link this",27,2025-04-20 22:41:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:42:00Z,– Data & Methods,financial data to the corresponding AHA hospital records (using location and AHA ID) before aggregation at the county level. This variable exhibited,22,2025-04-20 22:42:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:43:00Z,– Data & Methods,significant noise and had limitations in data availability compared to DV1 and DV2,13,2025-04-20 22:43:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:44:00Z,– Data & Methods,.,1,2025-04-20 22:44:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:44:00Z,– Data & Methods,Independent Variables (IVs):,3,2025-04-20 22:44:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:44:00Z,– Data & Methods,IV1: M,2,2025-04-20 22:44:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:45:00Z,– Data & Methods,edicaid Expansion: A state-level dichotomous (binary) variable coded as 1 if the state containing the county had adopted Medicaid Expansion policy under the Affordable Care Act as of the study period ,33,2025-04-20 22:45:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:46:00Z,– Data & Methods,"with 0 otherwise. This coding reflects a significant policy difference impacting insurance rates and hospital finances. Approximately half of the US counties reside in expansion states, and benefit f",29,2025-04-20 22:46:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:47:00Z,– Data & Methods,rom improved cash flows to hospitals .,7,2025-04-20 22:47:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:47:00Z,– Data & Methods,IV2: Physical Environment Index: A composite index from CHR reflecting environmental factors,12,2025-04-20 22:47:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:48:00Z,– Data & Methods,"affecting health (e.g. air pollution, drinking water violations, severe housing problems, commuting patterns).",13,2025-04-20 22:48:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:48:00Z,– Data & Methods,IV3: Health Behaviors Index: Another composite index from,8,2025-04-20 22:48:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:49:00Z,– Data & Methods,"CHR reflecting community health behaviors (e.g., smoking, obesity, food environment, physical inactivity, excessive drinking, STIs, teen birth rates).",18,2025-04-20 22:49:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:51:00Z,– Data & Methods,IV4: Social & Economic Factors Index: Also a composite index from CHR showing socioeco,14,2025-04-20 22:51:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:52:00Z,– Data & Methods,"nomic determinants of health (e.g., education levels, unemployment, poverty rates, income inequality, single-parent households, social associations).",16,2025-04-20 22:52:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:54:00Z,– Data & Methods,Moderating Variables (MOs):,3,2025-04-20 22:54:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:54:00Z,– Data & Methods,MO1: Generative AI Capab,4,2025-04-20 22:54:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:55:00Z,– Data & Methods,"ilities Adoption Score: A county-level score representing the adoption of generative AI tools in hospitals. Derived from AHA survey data, it is calculated as a weighted average of hospital-level AI ad",48,2025-04-20 22:55:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:56:00Z,– Data & Methods,al number of beds in the county. This is set to 0 for counties without hospitals.,16,2025-04-20 22:56:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:58:00Z,– Data & Methods,MO2: Roboti,2,2025-04-20 22:58:00+00:00
Insertion,Aaron Johnson,2025-04-20T22:59:00Z,– Data & Methods,"cs Capabilities Adoption Score: County-level score representing the adoption of robotics technology in hospitals. Calculated similarly to MO1, using AHA survey data on robotics adoption, weighted by h",37,2025-04-20 22:59:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:00:00Z,– Data & Methods,Control Variables:,2,2025-04-20 23:00:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:00:00Z,– Data & Methods,"Population: County population, sourced from the U.S. Census Bureau , used to control for county size effects.",17,2025-04-20 23:00:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:00:00Z,– Data & Methods,Census Division: Categorical variable indicating the U.S. Census Division the county belongs to . Included as dummy variables in,19,2025-04-20 23:00:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:01:00Z,– Data & Methods,regression models to control for broad regional differences.,8,2025-04-20 23:01:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:01:00Z,– Data & Methods,Variable Derivation and Justification,4,2025-04-20 23:01:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:01:00Z,– Data & Methods,"Index variables (DV1, DV2, IV2, IV3, I",7,2025-04-20 23:01:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:02:00Z,– Data & Methods,V4) were calculated in SQL,5,2025-04-20 23:02:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:03:00Z,– Data & Methods,using the raw component data and specific weights suggested by the County Health Rankings technical manual for the rele,19,2025-04-20 23:03:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:04:00Z,– Data & Methods,"vant year (2024). This approach was chosen for parsimony and explainability, leveraging widely accepted and validated indexes used extensively in public health research from 2014-2024 (CountyHealthRan",26,2025-04-20 23:04:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:05:00Z,– Data & Methods,"). Hospital-level technology adoption data (for MO1, MO2) was aggregated to the county level using SQL weighted average calculations based on hospital bed counts to reflecdt the relative contributions",32,2025-04-20 23:05:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:05:00Z,– Data & Methods,Per the committee’s recommendat,4,2025-04-20 23:05:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:06:00Z,– Data & Methods,"ion, in addition to analyses",5,2025-04-20 23:06:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:07:00Z,– Data & Methods,"using the primary index variables, detailed",6,2025-04-20 23:07:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:08:00Z,– Data & Methods,"stepwise regressions were also conducted using all individual component variables that constitute the indexes (DV1, DV2, IV2, IV3, IV4). While resulting in models with significantly more predictors (u",38,2025-04-20 23:08:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:09:00Z,– Data & Methods,"ed variance (r-squared) for some dependent variables (e.g., DV2 r-squared increased from approximately .68 to .89 , as seen in the regression results).",23,2025-04-20 23:09:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:10:00Z,– Data & Methods,"However, the complexity of these larger models (and log files that are many megabytes in size, with hundreds of regression test results) makes them harder",25,2025-04-20 23:10:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:11:00Z,– Data & Methods,to interpret and explain concisely. Both sets of results (index-level and component-level) will be presented and,16,2025-04-20 23:11:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:14:00Z,– Data & Methods,discussed in the next chapter.,5,2025-04-20 23:14:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:14:00Z,– Data & Methods,Statistical Analysis,2,2025-04-20 23:14:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:14:00Z,– Data & Methods,The primary statistical,3,2025-04-20 23:14:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:15:00Z,– Data & Methods,"method employed in this study is Ordinary Least Squares (OLS) regression, executed via Python and the statsmodels library, leveraging data sourced dynamically from the PostgreSQL database via pandas",28,2025-04-20 23:15:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:16:00Z,– Data & Methods,dataframes. Hundreds of regressions were performed iteratively based on committee feedback and exploratory analysis.,14,2025-04-20 23:16:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:29:00Z,– Data & Methods,Regre,1,2025-04-20 23:29:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:29:00Z,– Data & Methods,ssion Models and Appropriateness: Core analyses performed included:,8,2025-04-20 23:29:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:29:00Z,– Data & Methods,U,1,2025-04-20 23:29:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:29:00Z,– Data & Methods,nivariate Regressions: To examine bivariate relationships between key predictors and outcomes,11,2025-04-20 23:29:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:30:00Z,– Data & Methods,.,1,2025-04-20 23:30:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:30:00Z,– Data & Methods,Multivariate OLS Regressions:,3,2025-04-20 23:30:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:32:00Z,– Data & Methods,"To assess the combined effect of multiple predictors on the dependent variables while controlling for other factors (e.g., population, Census Division).",21,2025-04-20 23:32:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:32:00Z,– Data & Methods,Stepwise OLS Regressions (Forward and Backward,6,2025-04-20 23:32:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:33:00Z,– Data & Methods,"): Utilized extensively as per committee request, both on the index-level variables (IV1-4, MO1-2, controls predicting DV1-3) and on the disaggregated component-level variables.",23,2025-04-20 23:33:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:34:00Z,– Data & Methods,"Stepwise regression helps identify the most statistically significant predictors from the larger set,",13,2025-04-20 23:34:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:35:00Z,– Data & Methods,aiming for model parsimony while maximizing explanatory power within the specified constraints.,12,2025-04-20 23:35:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:35:00Z,– Data & Methods,Moderation Analysis: The primary,4,2025-04-20 23:35:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:36:00Z,– Data & Methods,objective of the regressions is to test hypothesized moderating effects of AI adoption (MO1) and Robotics adoption (MO2) on the relationships,21,2025-04-20 23:36:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:37:00Z,– Data & Methods,"between the primary independent variabl es (IV1: Policy, IV2: Environment, IV3: Behaviors, IV4: Socioeconomic) and the dependent health outcome variables (DV1:",21,2025-04-20 23:37:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:38:00Z,– Data & Methods,"Access, DV2: Quality, DV3: Efficiency). This addresses RQ2",8,2025-04-20 23:38:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:38:00Z,– Data & Methods,"Interaction terms (e.g., IV4 * MO1) were tested where appropriate",10,2025-04-20 23:38:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:38:00Z,– Data & Methods,", al",2,2025-04-20 23:38:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:39:00Z,– Data & Methods,.,1,2025-04-20 23:39:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:39:00Z,– Data & Methods,"(all together, and individually , one at a time)",9,2025-04-20 23:39:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:39:00Z,– Data & Methods,though stepwise results seemed to be more important to main effects,11,2025-04-20 23:39:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:39:00Z,– Data & Methods,.,1,2025-04-20 23:39:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:41:00Z,– Data & Methods,"This regression-based approach is appropriate for addressing the research questions, as it allows for quantifying the association between tech adoption (MO1, MO2) and healthcare outcomes (DV1, DV2, DV",33,2025-04-20 23:41:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:42:00Z,– Data & Methods,It also allows for testing whether the strength or direction of the relationship between IVs and DVs change based on the level or intensity of technology adoption (RQ2).,28,2025-04-20 23:42:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:43:00Z,– Data & Methods,"Comp aring coefficients or model results across subsets of the data (e.g., rural vs. urban counties )",17,2025-04-20 23:43:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:44:00Z,– Data & Methods,will allow address ing RQ3.,5,2025-04-20 23:44:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:46:00Z,– Data & Methods,Software and Libraries Used:,4,2025-04-20 23:46:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:47:00Z,– Data & Methods,"The analysis workflow relied heavily on the Python data science ecosystem, developed primarily in Visual Studio Code on a MacOS platform. Key libraries",23,2025-04-20 23:47:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:49:00Z,– Data & Methods,"included sqlalchemy and psycopg2 for database connections to PostgreSQL, pandas and numpy for data manipulation, statsmodels",16,2025-04-20 23:49:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:50:00Z,– Data & Methods,"for OLS & stepwise regression, scipy for statistical tests, patsy for formula specification , scikit-learn for ML analysis like random forest or gradient boosting",24,2025-04-20 23:50:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:51:00Z,– Data & Methods,"and feature importance evaluation. For visualizations, matplotlib , seaborn and geopandas were used , to create artifacts like scatterplots, box plots, histograms and maps",24,2025-04-20 23:51:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:52:00Z,– Data & Methods,". For large scale data processing and manipulation, itertools , argparse , concurrent.futures , multiprocessing , shutil , chardet were used to facilitate the loading and transformation of millions of",30,2025-04-20 23:52:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:53:00Z,– Data & Methods,records concurrently with the help of multithreading. For exploratory,9,2025-04-20 23:53:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:53:00Z,– Data & Methods,analysis of,2,2025-04-20 23:53:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:54:00Z,– Data & Methods,"literature, PyPDF2 , tiktoken ,",5,2025-04-20 23:54:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:54:00Z,– Data & Methods,inecone and nomic,3,2025-04-20 23:54:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:54:00Z,– Data & Methods,were used to identify common themes in,7,2025-04-20 23:54:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:55:00Z,– Data & Methods,semantic,1,2025-04-20 23:55:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:55:00Z,– Data & Methods,"relevant papers (qualitatively), but were not used",7,2025-04-20 23:55:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:56:00Z,– Data & Methods,<< show,2,2025-04-20 23:56:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:56:00Z,– Data & Methods,atlas of key,3,2025-04-20 23:56:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:56:00Z,– Data & Methods,themes in appendix >>,4,2025-04-20 23:56:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:56:00Z,– Data & Methods,in regressions (quantitatively).,3,2025-04-20 23:56:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:57:00Z,– Data & Methods,nomic,1,2025-04-20 23:57:00+00:00
Insertion,Aaron Johnson,2025-04-20T23:57:00Z,– Data & Methods,semantic,1,2025-04-20 23:57:00+00:00
